Information Type,Time,Bus ID,Monitor Tag/ Datarate,Unique Message ID
BUS MESSAGES,16.50033955000759,CAN_1,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,16.500341550007587,CAN_2,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,16.500510325007586,CAN_2,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS DATARATE,17.0,CAN_0,0.0675
BUS DATARATE,17.0,CAN_2,0.0675
BUS DATARATE,17.0,CAN_1,0.0675
BUS MESSAGES,17.00000000000783,CAN_0,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.00016877500783,CAN_0,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.000170775007827,CAN_1,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.000339550007826,CAN_1,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.000341550007825,CAN_2,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.000510325007824,CAN_2,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS DATARATE,17.5,CAN_0,0.0675
BUS DATARATE,17.5,CAN_2,0.0675
BUS DATARATE,17.5,CAN_1,0.0675
BUS MESSAGES,17.50000000000788,CAN_0,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.50016877500788,CAN_0,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.500170775007877,CAN_1,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.500339550007876,CAN_1,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.500341550007875,CAN_2,MonitorTags.CB_PROCESSING_MESSAGE,TEST STRING B
BUS MESSAGES,17.500510325007873,CAN_2,MonitorTags.CB_DONE_PROCESSING_MESSAGE,TEST STRING B
BUS DATARATE,18.0,CAN_0,0.0675
BUS DATARATE,18.0,CAN_2,0.0675
BUS DATARATE,18.0,CAN_1,0.0675
